Doc_Page_Sen_ID,Sentence
0075|0037|0004,. สินทรัพย์ใ (ฝ่ายงาน) แสดงฐานะการเงิน (1.1 + 1.2 + 1.3 + 1.4) 1.1 เงินให้สินเชื่อรวมสุทธิ 1.2 เงินลงทุนในตราสารหนี้สุทธิ 1.3 เงินฝาก (รวมดอกเบี้ยค้างรับ 1.4 สินทรัพย์ตราสารอนุพันธ์ 3/ 2. รายการนอกงบแสดงฐานะการเงิน (2.1 + 2.2 + 2.3) 2.1 การรับอาวัลตั๋วเงิน การค้ำประกันการกู้ยืมเงิน และเล็ตเตอร์ออฟเครดิต 25... อายุไม่เกิน 1 ปี
0075|0038|0004,5. กลุ่มยุโรป รวม และเงินลงทุนในตราสารหนี้ จำแ (ฝ่ายงาน) ามประเทศหรือภูมิภาคของลูกหนี้ และตามเกณฑ์การจัดชั้นที่ ธปท.กำหนด ประเทศหรือภูมิภาคของลูกหนี้ 1. ประเทศไทย 2. กลุ่มเอเชียแปซิฟิค ไม่รวมประเทศไทย 3. กลุ่มอเมริกาเหนือและละตินอเมริกา 4. กลุ่มแอฟริกาและตะวันออกกลาง 5. กลุ่มยุโรป ประเทศหรือภูมิภาคของลูกหนี้ ปกติ หมายรวมถึงเงินลงทุนในลูกหนี้ด้วย ปกติ ก่อนพิจารณาผลการ
0075|0039|0001,General provision และ Specific provision) และหนี้สูญที่ตัดออกจากบัญชีระหว่างงวด สำหรับเงินให้สินเชื่อรวมดอกเบี้ยค้างรับและเงินลงทุนในตราสารหนี้ จำแ (ฝ่ายงาน) ามประเทศหรือภูมิภาค ประเทศหรือภูมิภาคของลูกหนี้ 1. ประเทศไทย 2. กลุ่มเอเชียแปซิฟิก ไม่รวมประเทศไทย 3. กลุ่มอเมริกาเหนือและละตินอเมริกา 4. กลุ่มแอฟริกาและตะวันออกกลาง 5. กลุ่มยุโรป รวม ประเทศหรือภูมิภาคของลูกหนี้ 1. ประเทศไทย 2
0075|0039|0004,ามประเทศหรือภูมิภาค ประเทศหรือภูมิภาคของลูกหนี้ 1. ประเทศไทย 2. กลุ่มเอเชียแปซิฟิก ไม่รวมประเทศไทย 3. กลุ่มอเมริกาเหนือและละตินอเมริกา 4. กลุ่มแอฟริกาและตะวันออกกลาง 5. กลุ่มยุโรป รวม ประเทศหรือภูมิภาคของลูกหนี้ 1. ประเทศไทย 2. กลุ่มเอเชียแปซิฟิค ไม่รวมประเทศไทย 3. กลุ่มอเมริกาเหนือและละตินอเมริกา 4. กลุ่มแอฟริกาและตะวันออกกลาง 5. กลุ่มยุโรป รวม 2/ ให้เปิดเผย
0075|0040|0000,ตารางที่ 14 มูลค่ายอดคงค้างเงินให้สินเชื่อรวมดอกเบี้ยค้างรับ” ก่อนพิจารณาผลการปรับลดความเสี่ยงด้านเครดิต จำแ (ฝ่ายงาน) ามประเภทธุรกิจ และเกณฑ์การจัดชั้นที่ ธปท. กำหนด การเกษตรและเหมืองแร่ - อุตสาหกรรมการผลิตและการพาณิชย์ ธุรกิจอสังหาริมทรัพย์และการก่อสร้าง ประเภทธุรกิจ การสาธารณูปโภคและบริการ - สินเชื่อเพื่อที่อยู่อาศัย - อื่นๆ (ธนาคารพาณิชย์พิจารณานัยสำคัญเอง) ประเภทธุรกิจ การเกษตรและเหมืองแร่ - อุตสาหกรรมการผลิตและการพาณิชย์ - ธุรกิจอสังหาริมทรัพย์
0075|0040|0006,- อื่นๆ (ธนาคารพาณิชย์พิจารณานัยสำคัญเอง) ประเภทธุรกิจ การเกษตรและเหมืองแร่ - อุตสาหกรรมการผลิตและการพาณิชย์ - ธุรกิจอสังหาริมทรัพย์และการก่อสร้าง การสาธารณูปโภคและบริการ สินเชื่อเพื่อที่อยู่อาศัย - อื่นๆ (ธนาคารพาณิชย์พิจารณานัยสำคัญเอง) * รวมยอดคงค้างเงินให้สินเชื่อรวมดอกเบี้ยค้างรับของรายการระหว่างธนาคารและตลาดเงิน ประเภทธุรกิจ การเกษตรและเหมืองแร่ อุตสาหกรรมการผลิตและการพาณิชย์ - ธุรกิจอสังหาริมทรัพย์และการก่อสร้าง การสาธารณูปโภคและบริการ - สินเชื่อเพื่อที่อยู่อาศัย - อื่นๆ (
0075|0041|0000,ตารางที่ 15 มูลค่าของเงินสำรองที่กันไว้ (General provision และ Specific provision) และมูลค่าของหนี้สูญที่ตัดออกจากบัญชีระหว่างงวด สำหรับเงินให้สินเชื่อรวมดอกเบี้ยค้างรับ* จำแ (ฝ่ายงาน) ามประเภทธุรกิจ การเกษตรและเหมืองแร่ อุตสาหกรรมการผลิตและการพาณิชย์ - ธุรกิจอสังหาริมทรัพย์และการก่อสร้าง - การสาธารณูปโภคและบริการ - สินเชื่อเพื่อที่อยู่อาศัย - อื่นๆ (ธนาคารพาณิชย์พิจารณานัยสำคัญเอง) ประเภทธุรกิจ เงินสํารองทีกันไว้ต้นงวด
0075|0042|0006,และธนาคารเพื่อการพัฒนาระหว่างประเทศ (MDBs) รวมถึงลูกหนี้องค์กร ปกครองส่วนท้องถิ่น องค์การของรัฐ และรัฐวิสาหกิจ (PSES) ที่ใช้น้ำหนักความเสี่ยงเหมือนกับลูกหนี้ภาครัฐบาล 1.2 ลูกหนี้สถาบันการเงิน ลูกหนี้องค์กรปกครองส่วนท้องถิ่น องค์การของรัฐ และรัฐวิสาหกิจ (PSEs) ที่ใช้น้ำหนัก ความเสี่ยงเหมือนกับลูกหนี้สถาบันการเงิน และลูกหนี้บริษัทหลักทรัพย์ 1.3 ลูกหนี้ธุรกิจเอกชน ลูกหนี้องค์กรปกครองส่วนท้องถิ่น องค์การของรัฐ และรัฐวิสาหกิจ (PSES) ที่ใช้น้ำหนัก ความเสี่ยงเหมือนกับลูกหนี้ธุรกิจเอกชน 1.4 ลูกหนี้รายย่อย 1.5 สินเชื่อเพื่อที่อยู่อาศัย 1.6 สินทรัพย์
0075|0042|0009,สถาบันการเงิน ลูกหนี้องค์กรปกครองส่วนท้องถิ่น องค์การของรัฐ และรัฐวิสาหกิจ (PSEs) ที่ใช้น้ำหนัก ความเสี่ยงเหมือนกับลูกหนี้สถาบันการเงิน และลูกหนี้บริษัทหลักทรัพย์ 1.3 ลูกหนี้ธุรกิจเอกชน ลูกหนี้องค์กรปกครองส่วนท้องถิ่น องค์การของรัฐ และรัฐวิสาหกิจ (PSES) ที่ใช้น้ำหนัก ความเสี่ยงเหมือนกับลูกหนี้ธุรกิจเอกชน 1.4 ลูกหนี้รายย่อย 1.5 สินเชื่อเพื่อที่อยู่อาศัย 1.6 สินทรัพย์อื่น 2. ลูกหนี้ด้อยคุณภาพ 3. First-to-default credit derivatives a Securitisation รวม * รวมรายการ Repo-style transaction ทุกรายการ รวมถึงธุรกรรม Reverse repo ด้วย) สินทรัพย์ใ (ฝ่ายงาน)
0075|0043|0001,ของสินทรัพย์ใ (ฝ่ายงาน) แสดงฐานะการเงินและมูลค่าเทียบเท่าสินทรัพย์ใ (ฝ่ายงาน) แสดงฐานะการเงินของรายการนอกงบแสดงฐานะการเงินที่เป็นยอดสุทธิจาก Specific provision แยกตามประเภทสินทรัพย์ โดยวิธี IRB 1. ลูกหนี้ปกติ ประเภทสินทรัพย์ 1.1 ลูกหนี้ภาครัฐบาล สถาบันการเงินและธุรกิจเอกชน 1.2 ลูกหนี้รายย่อย 1.2.1 สินเชื่อเพื่อที่อยู่อาศัย 1.2.2 วงเงินสินเชื่อหมุนเวียนเพื่อรายย่อย 1.2.3 สินเชื่อรายย่อยอื่น 1.3 ฐานะที่เกี่ยวข้องกับตราสารทุน 1.4 สินทรัพย์อื่น 2. ลูกหนี้ผิดนัดชำระหนี้
0075|0043|0004,ตามประเภทสินทรัพย์ โดยวิธี IRB 1. ลูกหนี้ปกติ ประเภทสินทรัพย์ 1.1 ลูกหนี้ภาครัฐบาล สถาบันการเงินและธุรกิจเอกชน 1.2 ลูกหนี้รายย่อย 1.2.1 สินเชื่อเพื่อที่อยู่อาศัย 1.2.2 วงเงินสินเชื่อหมุนเวียนเพื่อรายย่อย 1.2.3 สินเชื่อรายย่อยอื่น 1.3 ฐานะที่เกี่ยวข้องกับตราสารทุน 1.4 สินทรัพย์อื่น 2. ลูกหนี้ผิดนัดชำระหนี้ 3. First-to-default credit derivatives La Securitisation รวม * รวมรายการ Repo-style transaction ทุกรายการ รวมถึงธุรกรรม Reverse repo ด้วย) สินทรัพย์ใ (ฝ่ายงาน) แสดง รายการนอกงบ ฐานะการเงิน
0075|0046|0002,ลูกหนี้ (Pooled basis) ประเภทลูกหนี้รายย่อย สินเชื่อที่อยู่อาศัย วงเงินสินเชื่อหมุนเวียนเพื่อรายย่อย สินเชื่อรายย่อยอื่น ประเภทลูกหนี้รายย่อย สินเชื่อที่อยู่อาศัย วงเงินสินเชื่อหมุนเวียนเพื่อรายย่อย สินเชื่อรายย่อยอื่น *รวมลูกหนี้ที่รับซื้อมา ประเภทลูกหนี้รายย่อย สินเชื่อที่อยู่อาศัย วงเงินสินเชื่อหมุนเวียนเพื่อรายย่อย สินเชื่อรายย่อยอื่น กลุ่ม 1-4 * รวมลูกหนี้ที่รับซื้อมา ** จำนว (ฝ่ายงาน) ุ่มเป็นเพียงตัวอย่างหนึ่งเท่านั้น 1/ กลุ่ม 1-4 OPD (%) Ø RW
0075|0046|0028,กลุ่มของลูกหนี้ O LGD คือค่าเฉลี่ย LGD ถ่วงน้ำหนักด้วย EAD ของแต่ละกลุ่มของลูกหนี้ (เฉพาะธนาคารพาณิชย์ที่ใช้ AIRB ตารางที่ 23 มูลค่ายอดคงค้างและวงเงินที่ยังไม่ได้เบิกใช้ของรายกลุ่มลูกหนี้รายย่อย * หลังคูณ CCF และหลังพิจารณาผลการปรับลดความเสี่ยงด้านเครดิตโดยวิธี IRB จำแ (ฝ่ายงาน) ามกลุ่มของ Expected loss ** 25... EL กลุ่ม 1-4 / 5-8
0075|0047|0000,ตารางที่ 24 มูลค่ายอดคงค้างสุทธิของสินเชื่อกลุ่มพิเศษหลังพิจารณาผลการปรับลดความเสี่ยงด้านเครดิตโดยวิธี IRB ที่ใช้วิธี Supervisory slotting criteria จำแ (ฝ่ายงาน) ามน้ำหนักความเสี่ยง ดีมาก* ดีมาก ดี* ดี พอใช้ อ่อน ผิดนัดชำระหนี้ น้ำหนักความเสี่ยงดังกล่าวใช้ในกรณีเข้าเงื่อนไขข้อใดข้อหนึ่ง ดังนี้ น้ำหนักความเสี่ยง ยอดคงค้างสุทธิ 1) อายุคงเหลือของสินเชื่อต่ำกว่า 2.5 ปี ๆ 2) ธนาคารพาณิชย์สามารถพิสูจน์
0075|0049|0007,หากธนาคารพาณิชย์ไม่สามารถหาได้ ให้พิจารณา Actual Loss ตามหลักการบัญชีได้คือ Actual Loss หมายถึง Specific provision ของลูกหนี้ทุกรายที่มีอยู่ตั้งแต่ต้นปีจนถึงสิ้นปี รวมถึง Charge-off ของลูกหนี้ที่ตัดเป็นหนี้สูญ โดยไม่รวมลูกหนี้ที่เกิดขึ้นในระหว่างปี กรณีที่มีความแตกต่างอย่างมีนัยสำคัญจากมูลค่าความเสียหายที่เกิดขึ้นจริง (Actual loss) ย้อนหลังไปในอดีต ให้ธนาคารพาณิชย์เปิดเผยมูลค่าความแตกต่างนี้ด้วย คำอธิบายถึงปัจจัยที่มีผลต่อมูลค่า
0075|0055|0000,หัวข้อ 6 ข้อมูลฐานะที่เกี่ยวข้องกับตราสารทุนในบัญชีเพื่อการธนาคาร ตารางที่ 32 มูลค่าฐานะที่เกี่ยวข้องกับตราสารทุนในบัญชีเพื่อการธนาคาร มูลค่าฐานะที่เกี่ยวข้องกับตราสารทุน 1. มูลค่าฐานะที่เกี่ยวข้องกับตราสารทุน 1.1 มูลค่าตราสารทุนที่จดทะเบียนในตลาดหลักทรัพย์ (ทั้งในประเทศและต่างประเทศ) - ราคาทุน - ราคาตลาด 1.2 มูลค่าตราสารทุนอื่น ทั้งในประเทศและต่างประเทศ) 2. กำไร (ขาดทุน) จากการขาย
0075|0055|0001,บัญชีเพื่อการธนาคาร ตารางที่ 32 มูลค่าฐานะที่เกี่ยวข้องกับตราสารทุนในบัญชีเพื่อการธนาคาร มูลค่าฐานะที่เกี่ยวข้องกับตราสารทุน 1. มูลค่าฐานะที่เกี่ยวข้องกับตราสารทุน 1.1 มูลค่าตราสารทุนที่จดทะเบียนในตลาดหลักทรัพย์ (ทั้งในประเทศและต่างประเทศ) - ราคาทุน - ราคาตลาด 1.2 มูลค่าตราสารทุนอื่น ทั้งในประเทศและต่างประเทศ) 2. กำไร (ขาดทุน) จากการขายตราสารทุนระหว่างงวดการรายงาน 3. ส่วนเกินทน
0075|0055|0004,กับตราสารทุน 1.1 มูลค่าตราสารทุนที่จดทะเบียนในตลาดหลักทรัพย์ (ทั้งในประเทศและต่างประเทศ) - ราคาทุน - ราคาตลาด 1.2 มูลค่าตราสารทุนอื่น ทั้งในประเทศและต่างประเทศ) 2. กำไร (ขาดทุน) จากการขายตราสารทุนระหว่างงวดการรายงาน 3. ส่วนเกินทน (ต่ำกว่าทุน) สุทธิจากการตีราคาเงินลงทุนในตราสารทุนประเภทเพื่อขาย 4. มูลค่าเงินกองทุนขั้นต่ำสำหรับฐานะที่เกี่ยวข้องกับตราสารทุนแยกตาม
0075|0059|0000,1. กรณีธนาคารพาณิชย์จดทะเบียนในประเทศ เงินกองทุนชั้นที่ 1 : เงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของ (CET1) 1.1 รายการที่สามารถนับเป็นเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของ 1.2 ปรับ รายการปรับจากเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของตามหลักเกณฑ์การกำกับดูแล 1.3 หัก รายการหักจากเงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของ มูลค่าของเงินกองทุน
0075|0059|0014,ที่เป็นตราสารทางการเงิน เงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงินสุทธิ รวมเงินกองทุนชั้นที่ 1 (CET1+ Additional tier 1) เงินกองทุนชั้นที่ 2 (Tier 2) : 1.6 รายการที่สามารถนับเป็นเงินกองทุนชั้นที่ 2 รายการหักจากเงินกองทุนชั้นที่ 2 1.7 หัก รวมเงินกองทุนชั้นที่ 2 รวมเงินกองทุนทั้งสิ้น (เงินกองทุนชั้นที่ 1 และเงินกองทุนชั้นที่
0076|0003|0028,ได้เสียในตลาดสามารถใช้ข้อมูลดังกล่าว ในการประเมินความเสี่ยงของกลุ่มธุรกิจทางการเงิน ซึ่งเป็ (ฝ่ายงาน) ไกตลาดที่สำคัญในการผลักดันให้ กลุ่มธุรกิจทางการเงินมีระบบการบริหารความเสี่ยงที่ดี นอกเหนือจากการกำหนดระบบการควบคุม ภายในและการกำกับดูแลโดยธนาคารแห่งประเทศไทย โดยธนาคารแห่งประเทศไทยได้อ้างอิง แ (ฝ่ายงาน) างจาก The Third Pillar - Market Discipline ใน International Convergence of Capital Measurement and Capital Standards - A Revised Framework (Comprehensive version: June 2006) 0 Basel Committee
0076|0003|0029,ของกลุ่มธุรกิจทางการเงิน ซึ่งเป็ (ฝ่ายงาน) ไกตลาดที่สำคัญในการผลักดันให้ กลุ่มธุรกิจทางการเงินมีระบบการบริหารความเสี่ยงที่ดี นอกเหนือจากการกำหนดระบบการควบคุม ภายในและการกำกับดูแลโดยธนาคารแห่งประเทศไทย โดยธนาคารแห่งประเทศไทยได้อ้างอิง แ (ฝ่ายงาน) างจาก The Third Pillar - Market Discipline ใน International Convergence of Capital Measurement and Capital Standards - A Revised Framework (Comprehensive version: June 2006) 0 Basel Committee on Banking Supervision (BCBS) ธนาคารแห่ง
0076|0008|0023,ตาม หลักเกณฑ์ BCBS โดยในแต่ละหมวดประกอบด้วยข้อมูลทั้งเชิงคุณภาพและเชิงปริมาณ (รายละเอียด ปรากฏตามเอกสารแนบ 1) ทั้งนี้ ธนาคารแห่งประเทศไทยได้ให้ตัวอย่างตารางการเปิดเผยข้อมูล เชิงปริมาณในแต่ละหมวด เพื่อให้กลุ่มธุรกิจทางการเงินเข้าใจถึงเนื้อหาของข้อมูลได้ชัดเจนขึ้น (รายละเอียดปรากฏตามเอกสารแนบ 2) อย่างไรก็ตาม กลุ่มธุรกิจทางการเงินอาจพิจารณาใช้รูปแบบอื่น ในการเปิดเผยข้อมูลได้ตามความเหมาะสม หากเนื้อหาของข้อมูลที่เปิดเผยเป็นไปตาม
0076|0009|0000,(2) การกระทบยอดรายการที่เกี่ยวข้องกับเงินกองทุนที่ปรากฏใ (ฝ่ายงาน) การเงิน ที่เผยแพร่ต่อสาธารณะ งบการเงินตามหลักเกณฑ์การกำกับดูแลของธนาคารแห่งประเทศไทย และข้อมูลเงินกองทุนภายใต้หลักเกณฑ์การกำกับดูแลของธนาคารแห่งประเทศไทย (รายละเอียด ปรากฏตามเอกสารแนบ 4) (3) การเปิดเผยมูลค่าของเงินกองทุนในช่วงการทยอยนับเข้าหรือทยอยหัก ตามหลักเกณฑ์ Basel III (Transitional period) โดยให้กลุ่มธุรกิจทางการเงินเปิดเผยมูลค่า ของ
0076|0009|0014,ที่เป็นส่วนของเจ้าของ เงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน และเงินกองทุนชั้นที่ 2 สำหรับจำนวนที่สามารถนับเป็นเงินกองทุนได้ และจํานวนที่ไม่สามารถนับเป็นเงินกองทุนได้ (รายละเอียดปรากฏตามเอกสารแนบ 5) 5.7.2 ให้กลุ่มธุรกิจทางการเงินเปิดเผยข้อมูลตามข้อ 5.7.1 โดยมีความถี่ในการเปิดเผย ข้อมูล ดังนี้ หมวด ข้อมูลที่ให้กลุ่มธุรกิจทางการเงินเปิดเผย ก ขอบเขตการบังคับใช้หลักเกณฑ์ตาม Basel III
0076|0009|0028,. ข้อมูลในแต่ละประเภทความเสี่ยง ซึ่งแบ่งเป็นข้อมูลเชิงคุณภาพและเชิงปริมาณ ความเสี่ยงด้านเครดิต (ไม่รวมฐานะที่เกี่ยวข้องกับตราสารทุน หัวข้อ 1 ข้อมูลทั่วไปของฐานะที่เกี่ยวข้องกับความเสี่ยงด้านเครดิต หัวข้อ 2 ข้อมูลฐานะที่เกี่ยวข้องกับความเสี่ยงด้านเครดิต 2.1 โดยวิธี SA 2.2 โดยวิธี IRB หัวข้อ 3 ข้อมูลการปรับลดความเสี่ยงด้านเครดิต 3.1 โดยวิธี SA 3.2 โดยวิธี IRB ดังกล่าวให้เป็นปัจจุบัน ความถี่ รายปี ราย
0076|0010|0000,ความเสี่ยงด้านตลาด หัวข้อ 4 ข้อมูลที่เกี่ยวข้องกับความเสี่ยงด้านตลาด ข้อมูลที่ให้กลุ่มธุรกิจทางการเงินเปิดเผย หลังจากวันสิ้นงวด 4.1 โดยวิธีมาตรฐาน 4.2 โดยวิธีแบบจำลอง ความเสี่ยงด้านปฏิบัติการ หัวข้อ 5 ข้อมูลที่เกี่ยวข้องกับความเสี่ยงด้านปฏิบัติการ ฐานะที่เกี่ยวข้องกับตราสารทุน หัวข้อ 6 ข้อมูลฐานะที่เกี่ยวข้องกับตราสารทุนในบัญชีเพื่อการธนาคาร หัวข้อ 7 ข้อมูลความเสี่ยงด้านอัตราดอกเบี้ยในบัญชีเพื่อการธนาคาร หัวข้อ 1 ข้อมูลคุณสมบัติที่สำคัญของตราสาร
0076|0010|0002,วันสิ้นงวด 4.1 โดยวิธีมาตรฐาน 4.2 โดยวิธีแบบจำลอง ความเสี่ยงด้านปฏิบัติการ หัวข้อ 5 ข้อมูลที่เกี่ยวข้องกับความเสี่ยงด้านปฏิบัติการ ฐานะที่เกี่ยวข้องกับตราสารทุน หัวข้อ 6 ข้อมูลฐานะที่เกี่ยวข้องกับตราสารทุนในบัญชีเพื่อการธนาคาร หัวข้อ 7 ข้อมูลความเสี่ยงด้านอัตราดอกเบี้ยในบัญชีเพื่อการธนาคาร หัวข้อ 1 ข้อมูลคุณสมบัติที่สำคัญของตราสารทางการเงินที่นับ หัวข้อ 2 การกระทบยอดรายการที่เกี่ยวข้องกับเงินกองทุน หัวข้อ 3 การเปิดเผยมูลค่าของ
0076|0013|0003,หมวด ก. : ขอบเขตการบังคับใช้หลักเกณฑ์ตาม Basel III หมวด ข. : เงินกองทุน หมวด ค. : ข้อมูลที่เกี่ยวข้องกับการประเมินความเสี่ยงด้านต่าง ๆ ของ ๆ กลุ่มธุรกิจทางการเงิน หมวด ง. : การเปิดเผยข้อมูลเงินกองทุนเพิ่มเติมตามหลักเกณฑ์ BCBS เอกสารแนบ 2 : ตัวอย่างตารางข้อมูลเชิงปริมาณ (หมวด ข. และ หมวด ค.) เอกสารแนบ 3 : ตัวอย่างตารางข้อมูลคุณสมบัติที่สำคัญของตราสารทางการเงินที่นับเป็นเงินกองทุน ตัวอย่างตารางการกระทบยอด
0076|0014|0022,ตราสาร ทางการเงิน (Additional tier 1) และ 2. เงินกองทุนชั้นที่ 2 (Tier 2) 1. มูลค่าเงินกองทุนชั้นที่ 1 ให้กลุ่มธุรกิจทางการเงินแสดงรายละเอียด ดังต่อไปนี้ 1.1 เงินกองทุนชั้นที่ 1 ที่เป็นส่วนของเจ้าของ (CET1) ประกอบด้วย 1.1.1 ทุนชำระแล้ว (หุ้นสามัญ) หลังหักหุ้นสามัญซื้อคืน 1.1.2 ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นสามัญ 1.1.3 ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ (สุทธิ) เงินสำรอง
0076|0015|0008,กำหนดให้นำมาหักตามข้อ 1.1.1 ทั้งนี้ กลุ่มธุรกิจทางการเงินไม่ต้องแจกแจงรายละเอียดรายการหัก ดังกล่าว • รายการหักจากเงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน ในส่วนที่เหลือ ในกรณีที่เงินกองทุนชั้นที่ 1 ที่เป็นตราสาร ทางการเงินมีจํานวนไม่เพียงพอให้หักจนครบเต็มจํานวน 1.2 เงินกองทุนชั้นที่ 1 ที่เป็นตราสารทางการเงิน (Additional tier 1) ประกอบด้วย 1.2.1 เงินที่ได้รับจากการออกหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผล หลัง
0076|0015|0014,ทางการเงิน (Additional tier 1) ประกอบด้วย 1.2.1 เงินที่ได้รับจากการออกหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผล หลังหักหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผลซื้อคืน 1.2.2 ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผล 1.2.3 เงินที่ได้รับจากการออกตราสารแสดงสิทธิในหนี้ที่มีสิทธิด้อยกว่า ผู้ฝากเงิน เจ้าหนี้สามัญ และเจ้าหนี้ด้อยสิทธิทุกประเภท ซึ่งรวมถึง ผู้ถือตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 1.2.4
0076|0015|0015,ได้รับจากการออกหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผล หลังหักหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผลซื้อคืน 1.2.2 ใบสำคัญแสดงสิทธิที่จะซื้อหุ้นบุริมสิทธิชนิดไม่สะสมเงินปันผล 1.2.3 เงินที่ได้รับจากการออกตราสารแสดงสิทธิในหนี้ที่มีสิทธิด้อยกว่า ผู้ฝากเงิน เจ้าหนี้สามัญ และเจ้าหนี้ด้อยสิทธิทุกประเภท ซึ่งรวมถึง ผู้ถือตราสารทางการเงินที่นับเป็นเงินกองทุนชั้นที่ 2 1.2.4 ส่วนเกิน (ต่ำกว่า) มูลค่าตราสารตาม 1.2.1 ถึง 1.2.3
0076|0017|0000,(ตัวอย่างการเปิดเผย 2. มูลค่าเงินกองทุนขั้นต่ำที่ต้องดำรงสำหรับฐานะที่เกี่ยวข้องกับตราสารทุนที่คำนวณ ข้อมูลตามตารางที่ 4 โดยวิธี IRB (เปิดเผยเฉพาะกลุ่มธุรกิจทางการเงินที่ใช้วิธี IRB) โดยแยกเป็น มูลค่าเงินกองทุนขั้นต่ำสำหรับตราสารทุนที่ได้รับการยกเว้นการคำนวณ ในเอกสารแนบ 2) 2.1 มูลค่าเงินกองทุนขั้นต่ำสำหรับตราสารทุนที่คำนวณสินทรัพย์เสี่ยงโดยวิธี IRB (ตัวอย่างการเปิดเผย ข้อมูล
0076|0018|0000,1. ข้อมูลเชิงคุณภาพโดยทั่วไปสำหรับทุกประเภทความเสี่ยง กลุ่มธุรกิจทางการเงินต้องอธิบายถึงวัตถุประสงค์และนโยบายในการบริหารความเสี่ยง ในทุกประเภทความเสี่ยงที่สำคัญ โดยครอบคลุมถึง กระบวนการในการบริหารความเสี่ยง - โครงสร้างและหน้าที่รับผิดชอบของหน่วยงานที่เกี่ยวข้องกับการบริหารความเสี่ยง - ขอบเขตและลักษณะของระบบการวัด ติดตาม และการรายงานความเสี่ยงด้านต่าง ๆ - นโยบายในการป้องกันหรือลดความเสี่ยง รวมทั้งกระบวนการในการติดตามประสิทธิผล ของการป้องกันหรือลดความเสี่ยง
0076|0018|0005,ลักษณะของระบบการวัด ติดตาม และการรายงานความเสี่ยงด้านต่าง ๆ - นโยบายในการป้องกันหรือลดความเสี่ยง รวมทั้งกระบวนการในการติดตามประสิทธิผล ของการป้องกันหรือลดความเสี่ยงดังกล่าว - แ (ฝ่ายงาน) างที่ใช้ในการกําหนด Limit สำหรับการควบคุมความเสี่ยง บทบาทและหน้าที่ของผู้ตรวจ (ฝ่ายงาน) ภายในของกลุ่มธุรกิจทางการเงินที่เกี่ยวข้อง II. ข้อมูลในแต่ละประเภทความเสี่ยง ซึ่งแบ่งเป็นข้อมูลเชิงคุณภาพและข้อมูลเชิงปริมาณ 1. การเปิดเผยข้อมูลความเสี่ยง
0076|0018|0033,คณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์ 5 * หลักเกณฑ์ตามที่กำหนดในมาตรฐานการบัญชีที่เกี่ยวข้อง 4 * ไม่รวมฐานะที่เกี่ยวข้องกับตราสารทุนที่อยู่ใ (ฝ่ายงาน) แสดงฐานะการเงิน ซึ่งธนาคารแห่งประเทศไทยได้กำหนดให้กลุ่มธุรกิจทางการเงินเปิดเผย แยกต่างหากอยู่ในหัวข้อ 6 เรื่อง ข้อมูลฐานะที่เกี่ยวข้องกับตราสารทุนในบัญชีเพื่อการธนาคารแล้ว อย่างไรก็ตาม รายการนอกงบแสดงฐานะ การเงินประเภทสัญญาอนุพันธ์นอกตลาดที่ธนาคารแห่งประเทศไทยกำหนดให้กลุ่มธุรกิจทางการเงินเปิดเผยในหัวข้อนี้
0076|0019|0008,ด้านเครดิต เช่น หลักประกันทาง การเงิน หรือการหักกลบหนี้ใ (ฝ่ายงาน) แสดงฐานะการเงิน เป็นต้น ให้แสดงมูลค่า ยอดคงค้าง ณ สิ้นงวดที่รายงาน มูลค่ายอดคงค้าง ณ สิ้นงวดก่อนหน้า และ เปรียบเทียบกับมูลค่ายอดคงค้างเฉลี่ย ในระหว่างงวดระยะเวลาที่มีการรายงาน โดยแยกแสดงรายการตามประเภทฐานะ (Exposure) ที่สำคัญ ดังนี้ 1.1 สินทรัพย์ใ (ฝ่ายงาน) แสดงฐานะการเงิน : 7 1.1.1 เงินให้สินเชื่อรวมสุทธิ
